hug,n,крепкое объятие; v- крепко обнимать,1315,1.895,
huge,a,"огромный, громадный",608,4.899,The castle was huge. || Our next album is going to be huge!  In our league our coach is huge!
hull,n,"пустой стручок; кожура, шелуха; кузов, каркас, корпус, фюзеляж",2350,850.0,
hum,n,жужжание; гудение; v- жужжать; гудеть,1855,1.193,
human,a,"человеческий, людской",509,6.111,"Humans share common ancestors with other apes. || To err is human; to forgive, divine."
hunch,n,"горб; v- горбить(ся), сутулить(ся)",2475,785.0,
hundred,num,сто,338,9.776,"He made a hundred in the historic match. || a hundred, one hundred"
hungry,a,голодный,1772,1.266,My kids go to bed hungry every night because I haven't got any money. || a hungry soil
hunt,v,"охотиться, ловить; hunting охота",1824,1.219,"Her uncle will go out and hunt for deer, now that it is open season. || The little girl was hunting for shells on the beach. || He was hunted from the parish. || Did you hunt that pony last week? || He hunts the woods, or the country."
hunter,n,охотник,1834,1.21,
hurl,v,швырять; валить,2196,947.0,
hurry,n,спешка; v- спешить,711,4.163,Why are you in such a big hurry? || There is no hurry on that paperwork. || He's hurrying because he's late. || If you don't hurry (up) you won't finish on time.
hurt,v,"(hurt; hurt) ушибить; болеть, причинять боль; причинять вред",560,5.335,"how to overcome old hurts of the past || Does your leg still hurt? / It is starting to feel better. || If anybody hurts my little brother, I will get upset. || This latest gaffe hurts the legislator’s reelection prospects still further."
husband,n,муж,849,3.295,"You should start dating so you can find a suitable husband. || While reading her book, Sally leaned back against her husband, wishing it were the human kind. || For my means, I'll husband them so well, / They shall go far. — Shakespeare."
hush,n,тишина; v- водворять тишину; заст. замолчать; Hush! Тише!,2289,883.0,
hut,n,"хижина, лачуга",2176,965.0,
I,pron,я,5,587.707,the position of an i-dot (the dot of an i) || Mom drove my sister and I to school.
ice,n,лед,663,4.456,"Milton Keynes have yet to ice a team this season || If the Bruins ice the puck, the faceoff will be in their own zone."
idea,n,"идея, мысль; понятие",436,7.325,"The mere idea of you is enough to excite me. || I have an idea of how we might escape. || Yeah, that's the idea. || He had the wild idea that if he leant forward a little, he might be able to touch the mountain-top."
identify,v,отождествлять; опознавать,1858,1.189,The Associated Press will not identify the suspect of the crime because he is a juvenile.
idiot,n,идиот,2171,967.0,
if,cj,если,53,79.393,"If it rains, I shall get wet. || If A, then B, else C. || I would be unhappy if you had not talked with me yesterday. || If that's true, we had better get moving! || He was a great friend, if a little stingy at the bar. || I don't know if I want to go or not. || I have leftover cake if you want some."
ignore,v,игнорировать; не обращать внимания (на); пренебрегать,1003,2.648,A problem ignored is a problem doubled.
ill,a,"больной, нездоровый",2275,893.0,"Music won't solve all the world's ills, but it can make them easier to bear. || I wouldn't want you to do me ill. || I am incapacitated by rheumatism and other ills. || He suffered from ill treatment. || ill manners; ill will || I've been ill with the flu for the past few days. || Seeing those pictures made me ill. || That band was ill."
illuminate,v,освещать; озарять; разъяснять,2193,949.0,
image,n,образ; изображение; имидж,779,3.734,The Bible forbids the worship of graven images. || Most game console emulators do not come with any ROM images for copyright reasons. || The number 6 is the image of 3 under f that is defined as f(x) = 2x.
imagine,v,"воображать, представлять себе",943,2.852,Try to imagine a pink elephant. || She imagined that the man wanted to kill her. || I imagine that he will need to rest after such a long flight. || I cannot even imagine what you are up to! || Imagine that we were siblings.
immediately,adv,немедленно,847,3.301,I hope we can begin immediately.
impact,n,"удар, столкновение; влияние, воздействие; v- плотно сжимать, уплотнять",2346,852.0,"The hatchet cut the wood on impact. || His spine had an impingement; L4 and L5 made impact, which caused numbness in his leg. || His friend's opinion had an impact on his decision. || When the hammer impacts the nail, it bends. || The footprints of birds do not impact the soil in the way those of dinosaurs do. || I can make the changes, but it will impact the schedule. || Ideas impacted on the mind."
important,a,"важный, значительный",742,3.901,It is very important to give your daughter independence in her life so she learns from experience.
impossible,a,невозможный,1216,2.1,"Late 14th century: “Madame,” quod he, “this were an impossible!” — Geoffrey Chaucer, ‘The Franklin's Tale’, Canterbury Tales || It is difficult, if not impossible, to memorize 20,000 consecutive numbers. || You never listen to a word I say – you're impossible! || impossible quantities, or imaginary numbers"
impress,v,отпечатывать; производить впечатление; внушать,1806,1.235,You impressed me with your command of Urdu. || Henderson impressed in his first game as captain. || That first view of the Eiger impressed itself on my mind. || We impressed our footprints in the wet cement. || The press gang used to impress people into the Navy. || The liner was impressed as a troop carrier.
impression,n,впечатление,2201,944.0,His head made an impression on the pillow. || He tried to make a good impression on his parents. || I have the impression that he's already left for Paris.
in,prep,в,12,396.968,"His parents got him an in with the company. || Is Mr. Smith in? || Little by little I pushed the snake into the basket, until finally all of it was in. || If the tennis ball bounces on the line then it's in. || I've discovered why the TV wasn't working – the plug wasn't in! || The replies to the questionnaires are now all in. || Skirts are in this year. || the in train || You can't get round the headland when the tide's in. || in by descent; in by purchase; in of the seisin of her husband || He is very in with the Joneses. || I think that bird fancies you. You're in there, mate! || He ran to the edge of the swimming pool and dived in. || For six hours the tide flows in, then for another six hours it flows out. || Bring the water to the boil and drop the vegetables in. || He went for the wild toss but wasn't able to stay in. || The show still didn't become interesting 20 minutes in. || Less water gets in your boots this way. || In replacing the faucet washers, he felt he was making his contribution to the environment."
include,v,"включать; заключать в себе; including также prep включая, в том числе",1044,2.521,I will purchase the vacation package if you will include car rental. || Does this volume of Shakespeare include his sonnets? || You have to include the strings library to use this function.
increase,v,"возрастать, увеличивать(ся), усиливать(ся)",1901,1.16,His rage only increased when I told him of the lost money. || The Moon increases.
incredible,a,"невероятный, неправдоподобнвй",2270,895.0,He was so wrapped up in watching the incredible special effects that he couldn't keep track of the story. || I had such an incredible slice of pizza last night that I simply can't think about anything else.
indeed,adv,"в самом деле, действительно",1354,1.827,"Indeed, he made several misplays. || As a soccer player, he is terrible indeed. || ""I am a great runner."" ""Indeed!"" || ""I am a great runner."" ""Indeed?"""
indicate,v,"указывать, показывать; означать",1333,1.865,The guard blew his whistle to indicate imminent departure. || Great prostration of strength indicates the use of stimulants.
individual,n,"личность, человек; v- личный, индивидуальный",2188,952.0,"He is an unusual individual. || As we can't print them all together, the individual pages will have to be printed one by one. || individual personal pension; individual cream cakes"
inform,v,"сообщать, информировать",2259,903.0,His sense of religion informs everything he writes.
information,n,"информация, сведения, данные",805,3.516,"I need some more information about this issue. || For your information, I did this because I wanted to."
inner,a,внутренний,2049,1.052,inner door;  inner room;  inner sanctum;  inner surface || the inner suburbs || inner ear || inner confidence;  inner strength;  inner life;  inner child;  inner artist;  inner peace;  inner light || inner meaning;  inner resources;  inner logic || inner circle;  inner council
innocent,a,невинный; невиновный,1934,1.137,The slaughter of the innocents was a significant event in the New Testament. || an innocent trade || innocent goods carried to a belligerent nation
insert,v,вставлять; вкладывать,2023,1.067,
inside,n,внутр. стор.; a- внутренний; adv- внутри; prep- внутрь,234,14.205,"The inside of the building has been extensively restored. || On a motorway, you should never pass another vehicle on the inside. || The car in front drifted wide on the bend, so I darted up the inside to take the lead. || Eating that stuff will damage your insides. || The inside surface of the cup is unpainted. || All the window seats were occupied, so she took an inside seat. || The reporter had received inside information about the forthcoming takeover. || The first pitch is ... just a bit inside. || the inside lane of the motorway || It started raining, so I went inside. || It was snowing, so the children stayed inside. || Are you laughing at us inside? || He placed the letter inside the envelope. || The job was finished inside two weeks."
insist,v,настаивать,1667,1.395,I insist that my secretary dresses nicely. || I insist that my secretary dress nicely.
instant,n,мгновение; a- немедленный; растворимый,1351,1.833,
instantly,adv,немедленно,1601,1.477,
instruction,n,"обучение; чаще: ~s инструкции, указания, распоряжения",2067,1.044,Instruction will be provided on how to handle difficult customers.
instrument,n,инструмент; прибор,2062,1.047,The violinist was a master of her instrument. || The instrument detected an increase in radioactivity. || The dentist set down his tray of instruments. || A bond indenture is the instrument that gives a bond its value. || a sonata instrumented for orchestra
insurance,n,страхование,2136,986.0,"The car was totalled, but fortunately I had insurance. || After five years in banking, I switched to insurance. || The sky was clear, but I took my umbrella for insurance. || I only take insurance if the count is right."
intelligence,n,"ум, интеллект; умственные способности",1569,1.503,
intend,v,намереваться; предназначать,1278,1.965,He intends to go to university.
intense,a,"сильный; интенсивный, напряженный",2363,845.0,"intense study;  intense thought || The artist was a small, intense man with piercing blue eyes."
interest,n,интерес; v- (за)интересовать; a- interested заинтересованный; interesting интересный,484,6.436,Our bank offers borrowers an annual interest of 5%. || He has a lot of interest in vintage cars. || I have business interests in South Africa. || Lexicography is one of my interests. || the iron interest;  the cotton interest || Action films don't really interest me.
interior,n,внутренность; a- внутренний,1391,1.765,
international,a,международный,2483,782.0,The United team includes five England internationals. || an international discussion || an international competition || an international rule || an international airport || The atmosphere is an international resource. || an international student
interrupt,v,прерывать; перебивать,1138,2.285,The interrupt caused the packet handler routine to run. || A maverick politician repeatedly interrupted the debate by shouting. || The evenness of the road was not interrupted by a single hill. || The packet receiver circuit interrupted the microprocessor.
interview,n,"беседа, интервью; v- интервьюировать",1797,1.242,The reporter gave the witness an interview. || It was a dreadful interview; I have no hope of getting the job. || He interviewed the witness.
into,prep,в,51,84.682,"Mary danced into the house. || The eagle flew off into the wide blue sky. || I wasn't careful, and walked into a wall || I carved the piece of driftwood into a sculpture of a whale. || About 20 minutes into the flight, the pilot reported a fire on board. || My date for tonight has black hair, and I'm into that. || Five into three is fifteen. || 24 goes into 48 how many times? || There have been calls for research into the pesticides that are blamed for the decline in bee populations."
introduce,v,"вводить; представлять, знакомить",2033,1.059,Let me introduce you to my friends. || Let me introduce our guest speaker. || Various pollutants were introduced into the atmosphere. || Wheeled transport was introduced long ago.
investigation,n,расследование; исследование (научное); изучение,1948,1.129,"Despite thorough investigation, the perpetrator of the attacks remains unknown."
invisible,a,невидимый,2226,925.0,
invite,v,приглашать,1990,1.092,We invited our friends round for dinner. || I invite you all to be seated. || I always invite criticism of my definitions.
involve,v,"вовлекать; involved также сложный, запутанный",1148,2.253,"to involve in darkness or obscurity || He's involved in the crime. || By getting involved in her local community, Mary met lots of people and also helped make it a nicer place to live. || a quantity involved to the third or fourth power"
iron,n,железо; утюг; a- железный,1237,2.05,"wrought iron, ductile iron, cast iron, pig iron, gray iron || He appeared easygoing, but inside he was pure iron. || He lifts iron on the weekends. || to iron a wagon || He held on with an iron grip."
island,n,остров,731,3.967,an island of colors on a butterfly's wing || the island in the middle of a roundabout
issue,n,"издание, выпуск; v- издавать, выпускать",1623,1.452,The issue of the directive from the treasury prompted the central bank's most recent issue of currency. || Please stand by. We are having technical issues. || The rents issuing from the land permitted him to live as a man of independent means. || The men issued from the town and attacked the besiegers. || The road issues into the highway. || The prison issued new uniforms for the inmates. || The court issued a writ of mandamus.
it,pron,"он, она, оно; это",11,412.593,"In the next game, Adam and Tom will be it… || Let's play it at breaktime. || caught them doing it || I heard the sound of the school bus - it was early today. || She took the baby and held it in her arms. || Is it her? || It is nearly 10 o’clock. || He saw to it that everyone would vote for him. (with the noun clause introduced by that) || Are there more students in this class, or is this it?"
item,n,"(отдельный) предмет, вещь (из списка); пункт, параграф; вопрос; номер (из программы)",2005,1.079,"Tweezers are great for manipulating small items. || In response to the first item, we deny all wrongdoing. || The exam has 100 items, each of which includes a correct response and three distractors. || The first item for discussion is the budget for next year's picnic. || Jack and Jill are an item. || an item concerning the weather"
its,pron,"его, её (о предметах, животных)",160,22.544,"In the next game, Adam and Tom will be it… || Let's play it at breaktime. || caught them doing it"
itself,pron,себя; сам,751,3.848,The door closed by itself || The door itself is quite heavy.
jacket,n,"куртка, пиджак",830,3.386,Cook the potatoes in their jackets.
jail,n,тюрьма,1778,1.257,
jaw,n,челюсть; ~s рот; пасть,1851,1.196,
jeans,n,джинсы,2099,1.012,She wore a tattered jean jacket. || Traditionally most jeans are dyed dark blue.
jeep,n,авт. джип,1904,1.158,
jerk,n,"резкое движение, толчок; v- резко толкать, дергать",1085,2.433,
Jesus,n,воскл. боже!; библ. Иисус,797,3.565,
job,n,работа; дело,400,7.915,"A job half done is hardly done at all. || He's been out of a job since being made redundant in January. || He had had a nose job. || Pass me that little job with the screw thread on it. || We wanted to sell a turnkey plant, but they jobbed out the contract to small firms. || to job a carriage"
join,v,соединять(ся); присоединять(ся),755,3.837,"The plumber joined the two ends of the broken pipe. || Parallel lines never join. || I will join you watching the football game as soon as I have finished my work. || Many children join a sports club. || By joining the Customer table on the Product table, we can show each customer's name alongside the products they have ordered. || to join encounter, battle, or issue"
joint,n,"место соединения, стык; сустав; a- объединенный, общий; совместный",1825,1.217,
joke,n,шутка; v- шутить,1219,2.097,"It was a joke! || The president was a joke. || I didn’t mean what I said — I was only joking. || Relax, man, I'm just joking with you. || to joke a comrade"
joker,n,шутник; джокер (карт.),2236,921.0,
journey,n,поездка; путешествие,2464,789.0,my journey of dealing with grief
joy,n,"радость, веселье",1843,1.202,They will be a source of strength and joy in your life. || the joys and demands of parenthood
judge,n,судья; v- судить,929,2.901,"At a boxing match, the decision of the judges is final. || She is a good judge of wine. || A higher power will judge you after you are dead. || Justices in this country judge without appeal. || I judge a man’s character by the cut of his suit. || We cannot both be right: you must judge between us. || I judge it safe to leave the house once again. || I judge from the sky that it might rain later."
jump,n,прыжок; v- прыгать,515,6.041,"The boy took a skip and a jump down the lane. || He went off a jump. || There were a couple of jumps from the bridge. || She was terrified before the jump, but was thrilled to be skydiving. || the knight's jump in chess || Press jump to start. || Heartless managed the scale the first jump but fell over the second. || He got a jump on the day because he had laid out everything the night before. || My car won't start. Could you give me a jump? || Kangaroos are known for their ability to jump high. || She is going to jump from the diving board. || to jump a stream || The sudden sharp sound made me jump. || Share prices jumped by 10% after the company announced record profits. || The player's knight jumped the opponent's bishop. || I hate it when people jump the queue. || The hoodlum jumped a woman in the alley. || The rider jumped the horse over the fence."
jungle,n,джунгли,1561,1.51,
junior,a,младший,1544,1.531,four years his junior
jury,n,присяжные; жюри,1902,1.159,
just,adv,только что; точно; просто,67,68.652,"It is a just assessment of the facts. || It looks like a just solution at first glance. || He calls it vermilion, but it's just red to me. || Just follow the directions on the box. || I just called to say ""hi"". || Lord, we just want to thank You and praise Your Name. || It is just splendid! || They just left, but you may leave a message at the desk. || The fastball just missed my head! || He wants everything just right for the big day."
justice,n,"справедливость; правосудие, юстиция",1467,1.651,the justice of a description || Justice was served. || to demand justice || Ministry of Justice || Mr. Justice Krever presides over the appellate court
keep,v,(kept; kept) держать; содержать; хранить,162,22.512,He works as a cobbler's apprentice for his keep. || to be in good keep || to keep silence;  to keep one's word;  to keep possession || Godfrey Evans kept for England for many years. || School keeps today. || The feast of St. Stephen is kept on December 26.
key,n,ключ,546,5.533,The key to solving this problem is persistence. || The key says that A stands for the accounting department. || Some students cheated by using the answer key. || Press the Escape key. || He shoots from the top of the key. || The door panel should be sanded down carefully to provide a good key for the new paint. || Our instructor told us to key in our user IDs. || He keyed the car that had taken his parking spot. || He is the key player on his soccer team. || She makes several key points. || the Florida Keys
kick,n,удар ногой; пинок; v- ударять ногой,640,4.631,"A kick to the knee. || The ballerina did a high kick and a leap. || I finally saw the show. What a kick! || The car had a nasty kick the whole way. || a long kick up the field. || Did you kick your brother? || He enjoyed the simple pleasure of watching the kickline kick. || Kick the ball into the goal. || He was kicked by ChanServ for flooding. || I still smoke, but they keep telling me to kick the habit. || He was kicked sideways by the force of the blast. || Contador kicks again to try to rid himself of Rasmussen. || John wants to climb the wall, but the kicker is that it is thirty feet tall. || Jill's hand was two pair, aces and sevens, with a king kicker. || After the long lead-in, the climax of the story was a disappointment."
kid,n,"ребенок, малыш; v- подшучивать; надувать, обманывать",276,12.275,"He treated the oxen like they didn't exist, but he treated the goat kid like a puppy. || She's a kid. It's normal for her to have imaginary friends. || He's been living in Los Angeles for years now, but he's a Florida kid. || He was their youngest kid. || No, kid, you didn't do anything wrong; they did! || Only kidding"
kill,v,убивать,194,16.609,"The assassin liked to make a clean kill, and thus favored small arms over explosives. || The hunter delivered the kill with a pistol shot to the head. || The fox dragged its kill back to its den. || Smoking kills more people each year than alcohol and drugs combined. || He killed the engine and turned off the headlights, but remained in the car, waiting. || My computer wouldn't respond until I killed some of the running processes. || That joke always kills me. || These tight shoes are killing my feet. || It kills me to learn how many poor people are practically starving in this country while rich moguls spend such outrageous amounts on useless luxuries. || He told the bartender, pointing at the bottle of scotch he planned to consume, ""Leave it, I'm going to kill the bottle."" || Between the two of us, we killed the rest of the case of beer. || The team had absolutely killed their traditional rivals, and the local sports bars were raucous with celebrations. || You don't ever want to get rabies. The doctor will have to give you multiple shots and they really kill. || My parents are going to kill me! || Schuylkill, Catskill, etc."
killer,n,убийца; амер. гангстер,1108,2.37,
kind,n,"сорт, вид; a- добрый, любезный",321,10.542,This is a strange kind of tobacco. || The opening served as a kind of window. || I'll pay in kind for his insult. || a kind man; a kind heart || The years have been kind to Richard Gere; he ages well. || a horse kind in harness
king,n,король,920,2.959,"Henry VIII was the king of England from 1509 to 1547. || Howard Stern styled himself as the ""king of all media"". || In times of financial panic, cash is king. || Oi mate, have you got kings?"
kiss,n,поцелуй; v- целовать(ся),482,6.449,His ball kissed the black into the corner pocket.
kitchen,n,кухня,565,5.298,
knee,n,колено,664,4.453,"Penny was wearing a miniskirt, so she skinned her exposed knees when she fell. || To make a knee. || the knee of a graph || 1605: I could as well be brought / To knee his throne and, squire-like, pension beg / To keep base life afoot. — William Shakespeare, King Lear II.ii"
kneel,v,"(knelt [nelt], kneeled [nJld]; knelt, kneeled) становиться на колени, стоять на коленях",1349,1.838,
knife,n,нож,699,4.238,
knight,n,рыцарь,1952,1.125,
knock,n,стук; удар; v- стучать(ся); бить,568,5.284,I heard a knock on my door. || He took a knock on the head. || He played a slow but sure knock of 35. || Don’t knock it until you’ve tried it. || I accidentally knocked my drink off the bar. || Knock on the door and find out if they’re home.
knot,n,"узел; v- завязывать, связывать",1942,1.131,
know,v,(knew [njH]; known [noun]) знать,44,101.492,"He knew something terrible was going to happen. || Did you know Michelle and Jack were getting divorced? ― Yes, I knew. || I know your mother, but I’ve never met your father. || Their relationship knew ups and downs. || I wouldn't know one from the other. || His mother tongue is Italian, but he also knows French and English. || He knows about 19th century politics. || Do you know ""Blueberry Hill""?"
lab,n,"лаборатория, разг. сокр. от laboratory [lq'bOrqtrI]",1254,2.016,"I dropped my mixture while doing my lab, so I had to start over."
laboratory,n,лаборатория,2452,799.0,
lack,n,отсутствие; недостаток; v- недоставать,1893,1.164,My life lacks excitement. || He'll never lack for company while he's got all that money.
lad,n,"парень, юноша",2240,918.0,
ladder,n,лестница (приставная); трап и др.,1815,1.224,
lady,n,дама; госпожа,563,5.3,"Sir John Smith and Lady Smith. || ""I would like the dining room to be fully set by tonight; would you do so?"" ""Yes, my lady"". || Please direct this lady to the soft furnishings department. || Ladies and gentlemen, it is a pleasure to be here today. Follow me, ladies! || Hey, lady, move your car! || A lady doctor."
lake,n,озеро,1350,1.836,"For example, the name of a lake prepared by extending the aluminum salt prepared from FD&C Blue No. 1 upon the substratum would be FD&C Blue No. 1--Aluminum Lake."
lamp,n,лампа,1517,1.584,
land,n,земля; почва; страна; v- приземляться; высаживаться,432,7.385,Most insects live on land. || There are 50 acres of land in this estate. || wet land; good or bad land for growing potatoes || I'm going to Disneyland. || He got an awful land when the police arrived. || Our city offices sell a lot more land than our suburban offices. || The plane is about to land. || It can be tricky to land a helicopter.
lane,n,"дорожка, тропинка; переулок; проход между рядами, домами",1872,1.181,
language,n,язык; речь,1621,1.454,Deaf and mute people communicate using languages like ASL. || the gift of language || legal language;   the language of chemistry || body language;   the language of the eyes || The language he used to talk to me was obscene.
large,a,"большой, крупный",343,9.623,"Getting a car tricked out like that will cost you 50 large. || One small coffee and two larges, please. || Russia is a large country.   The fruit-fly has large eyes for its body size.   He has a large collection of stamps."
laser,n,лазер,2208,940.0,
last,a,последний; прошлый; v- длиться,180,18.697,
late,a,"поздний, недавний; adv- поздно",181,18.631,"It was late in the evening when we finally arrived. || It was getting late and I was tired. || Late Latin is less fully inflected than classical Latin. || Even though we drove as fast as we could, we were still late. || I'm late, honey. Could you buy a test? || Her late husband had left her well provided for. || the late administration || We drove as fast as we could, but we still arrived late. || Colonel Easterwood, late of the 34th Carbines, was a guest at the dinner party."
laugh,n,смех; v- смеяться,291,11.777,"His deep laughs boomed through the room. || Your new hat's an absolute laugh, dude. || There were many laughing children running on the school grounds. || Don't laugh at my new hat, man!"
laughter,n,"смех, хохот",1296,1.933,Their loud laughter betrayed their presence.
launch,v,начинать; предпринимать; запускать; спускать (судно); бросать,1842,1.204,"book launch || The navy launched another ship. || NASA launched several unmanned rockets before launching any of the Mercury astronauts. || Our business launched a new project. || Double-click an icon to launch the associated application. || to launch into an argument or discussion || After clicking the icon, the application will launch."
law,n,закон; право,783,3.673,"entrapment is against the law || A new law forbids driving on that road. || It was a territory without law, marked by violence. || Here comes the law — run! || He is studying for a career in law. || She went to university to study law. || They were quick to go to law."
lawn,n,"газон, лужайка",1811,1.227,
lawyer,n,адвокат; юрист,811,3.508,"A lawyer's time and advice are his stock in trade. - aphorism often credited to Abraham Lincoln, but without attestation || You've been lawyered!"
lay,v,"(laid; laid leId] класть, положить; (lay также и прош. вр. от lie лежать)",519,5.986,"the lay of the land || Worm and parcel with the lay; turn and serve the other way. || What was I, just another lay you can toss aside as you go on to your next conquest? || The hens are off the lay at present. || A shower of rain lays the dust. || lay brick;  lay flooring || Did dinosaurs lay their eggs in a nest? || I'll lay that he doesn't turn up on Monday. || to lay forward;  to lay aloft || to lay the venue || to lay a gun || to lay a cable or rope || to lay a tax on land || to lay an indictment in a particular county;   to lay a scheme before one || They seemed more lay than clerical. || The book lies on the table;  the snow lies on the roof;  he lies in his coffin || The paper does not lie smooth on the wall. || 1805 The Lay of the Last Minstrel, Sir Walter Scott."
lead,v,(led; led) вести; приводить; возглавлять; n- руководство,351,9.134,
leader,n,руководитель; лидер,1382,1.78,
leap,v,"(leapt [lept], leaped [lept]; leapt, leaped) прыгать, скакать; перепрыгивать; n- прыжок, скачок",853,3.284,
learn,v,"(бр. learnt, learnt [lWnt], ам. learned, learned [lWnd]) учить(ся), изучать; узнавать",594,5.002,learn from one's mistakes || I learn medicine. || He just learned that he will be sacked. || Give him a clip round the ear. That'll learn him!
least,a,наименьший; adv- наименее; n: the ~ самое меньшее,462,6.738,It was the least surprising thing. || They travel the least of all.
leather,n,кожа (выделанная),1227,2.083,He leathered the ball all the way down the street.
leave,v,(left; left) покидать; оставлять; забывать; оставаться,122,30.237,I've been given three weeks' leave by my boss. || Might I beg leave to accompany you? || I took my leave of the gentleman without a backward glance. || We were not left go to the beach after school except on a weekend.
left,a,"левый; adv- налево, слева",408,7.742,The political left is holding too much power. || The left side. || Turn left at the corner. || The East Coast of the US leans left in elections. || We were not left go to the beach after school except on a weekend.
leg,n,нога; ножка,403,7.862,"{{ux|en|Insects have six legs.} || Dan won't be able to come to the party, since he broke his leg last week and is now on crutches. || The left leg of these jeans has a tear. || the legs of a chair or table || This observation is an important leg of my argument. || After six days, we're finally in the last leg of our cross-country trip. || This proposal has no legs. Almost everyone opposes it. || Ponsonby-Smythe hit a thumping drive through the leg fielders. || Although enormously influential in shaping the laws of the land, The House of Lords are not actually a legislative body."
legal,a,законный; легальный,1814,1.224,Legal wants this in writing. || legal profession || legal precedent || legal motion
length,n,длина; протяженность,1372,1.795,the length of a book || a length of rope
less,a,"меньший; adv- меньше, менее",609,4.893,"I have less to do today than yesterday. || I like him less each time I see him. || It should then tax all of that as personal income, less the proportion of the car's annual mileage demonstrably clocked up on company business."
lesson,n,урок,2431,809.0,In our school a typical working week consists of around twenty lessons and ten hours of related laboratory work. || Nature has many lessons to teach to us. || I hope this accident taught you a lesson! || Here endeth the first lesson.
let,v,"(let; let) позволять, разрешать; давай(те)",124,29.837,"After he knocked for hours, I decided to let him come in. || Let me alone! || The physicians let about a pint of his blood, but to no avail. || I decided to let the farmhouse to a couple while I was working abroad. || to let the building of a bridge;  to let out the lathing and the plastering || Let P be the point where AB and OX intersect. || Can you let me know what time you'll be arriving?"
letter,n,буква; письмо,752,3.847,"There are twenty-six letters in the English alphabet. || I wrote a letter to my sister about my life. || Benjamin Franklin was multiskilled – a scientist, politician and a man of letters. || a blood-letter"
level,n,уровень; ступень; a- ровный; равный; v- выравнивать,822,3.438,"Hand me the level so I can tell if this is correctly installed. || By the end of the day, we'd dug down to the level of the old basement floor. || The sound level is much too high; this hurts my ears.   We've reached a new level of success. || She achieved a high level of distinction. || It took me weeks to get to level seven.   Watch out for the next level; the bad guys there are really overpowered. || My half-orc barbarian reached fifth level before he was squashed by a troll. || Take the elevator and get off at the promenade level. || You can level the table by turning the pads that screw into the feet. || The hurricane leveled the forest. || I levelled after defeating the dragon. || He levelled an accusation of fraud at the directors.  The hunter levels the gun before taking a shot. || to level all the ranks and conditions of men || to level remarks to the capacity of children || This table isn't quite level; see how this marble rolls off it? || We tried to hang the pictures so that the bottom of the frames were level with the dark line in the wallpaper. || His pulse has been level for 12 hours. || His voice has been unchanged. It has been level for 12 hours. || He kept a level gaze. || a level head; a level understanding || The earth's oceans remain level in relation to the pull of gravity."
library,n,библиотека,1346,1.84,
lick,v,"лизать, облизывать; слегка касаться; разг. бить, колотить",1890,1.167,
lid,n,"крышка, колпак; веко",2037,1.058,
lieutenant,n,лейтенант,1004,2.642,
life,n,жизнь,202,15.968,"Having experienced both, the vampire decided that he preferred (un)death to life.  He gave up on life. || It's life, but not as we know it.   She discovered plant life on the planet.   The rover discovered signs of life on the alien world. || Many lives were lost during the war.   Her quick thinking saved many dogs' lives. || Man's life on this planet has been marked by continual conflict.   the eternal life of the soul || His life of the founder is finished, except for the title. || I work in life."
lift,n,лифт; v- поднимать(ся); to give smb. a ~ подвозить кого-л.,516,6.021,"He gave me a lift to the bus station. || Take the lift to the fourth floor. || What's the maximum lift of this crane? || the lift of a lock in canals || The fog eventually lifted, leaving the streets clear. || She lifts twice a week at the gym."
lighter,n,зажигалка; запал,2488,781.0,
lightly,adv,"слегка; легко, без усилий",2320,864.0,
lightning,n,молния,1984,1.099,
like,a,"похожий; adv- подобно, так; v- любить, нравиться",52,81.591,"Tell me your likes and dislikes. || I like hamburgers. || I like to go to the dentist every six months. || He liked to have been too late. || I really like Sandra but don't know how to tell her. || I can't stand Bloggs' tomato ketchup, but I liked it on Facebook so I could enter a competition. || We could go to the museum if you like. || It was something the likes of which I had never seen before. || to play the like || My partner and I have like minds. || It would be just like Achilles to be sulking in his tent. || Popcorn costs something like $10 dollars at the movies. || He doesn't act like a president. || It's for websites like Wikipedia. || It looks like a hot summer in Europe. || It looks like you've finished the project. || Divint ye knaa, like?"
likely,a,вероятный; adv- вероятно,1707,1.331,Rain is likely later this afternoon. || He is likely to succeed at anything he tries. || Jones is a likely candidate for management. || not a very likely excuse. || a likely topic for investigation. || found a likely spot under a shady tree for the picnic. || Likely he’ll win the election in this economy.
limb,n,"конечность (рука, нога и т.п.)",2411,819.0,
limit,n,"граница, предел; v- ограничивать",1683,1.359,"There are several existing limits to executive power. || The sequence of reciprocals has zero as its limit. || Category theory defines a very general concept of limit. || the limit of a walk, of a town, or of a country || I'm limiting myself to two drinks tonight. || The sequence limits on the point a. || a limiting friar"
line,n,линия; ряд; очередь; v- проводить линии; выстраивать(ся) в ряд,279,12.183,"The arrow descended in a curved line. || a brake line || the line of sight || I tried to make a call, but the line was dead. || Drop me a line. || a line of stages || The line forms on the right. || Remember, your answers must match the party line. || How many buses does the line have? || the engine is in line / out of line || line sepsis || to line troops || to line works with soldiers || to line a copy book || to line out a hymn || Jones lined to left in his last at-bat. || The bird lines its nest with soft grass. || to line the shelves"
